id30	organism	protein_id	transcript_id	cds_start	cds_end	protein_desc	transcript_desc
XP_069622290.1|XM_06976_5a7e29	Ranitomeya imitator	XP_069622290.1	XM_069766189.1:298-3186	0	2886	XP_069622290.1 ANPEP [organism=Ranitomeya imitator] [GeneID=138676673]	XM_069766189.1:298-3186 ANPEP [organism=Ranitomeya imitator] [GeneID=138676673] [transcript=X1] [region=cds]
XP_035424824.1|XM_03556_073e75	Cygnus atratus	XP_035424824.1	XM_035568931.2:445-3375	0	2928	XP_035424824.1 ANPEP [organism=Cygnus atratus] [GeneID=118259417]	XM_035568931.2:445-3375 ANPEP [organism=Cygnus atratus] [GeneID=118259417] [transcript=X2] [region=cds]
XP_044521383.1|XM_04466_6de5f8	Gracilinanus agilis	XP_044521383.1	XM_044665448.1:115-3012	0	2895	XP_044521383.1 ANPEP [organism=Gracilinanus agilis] [GeneID=123238098]	XM_044665448.1:115-3012 ANPEP [organism=Gracilinanus agilis] [GeneID=123238098] [region=cds]
XP_061232551.1|XM_06137_730673	Neopsephotus bourkii	XP_061232551.1	XM_061376567.1:151-3171	0	3018	XP_061232551.1 ANPEP [organism=Neopsephotus bourkii] [GeneID=133224781]	XM_061376567.1:151-3171 ANPEP [organism=Neopsephotus bourkii] [GeneID=133224781] [region=cds]
XP_033921827.1|XM_03406_b7139f	Melopsittacus undulatus	XP_033921827.1	XM_034065936.1:770-3781	0	3009	XP_033921827.1 ANPEP [organism=Melopsittacus undulatus] [GeneID=101875807]	XM_034065936.1:770-3781 ANPEP [organism=Melopsittacus undulatus] [GeneID=101875807] [transcript=X1] [region=cds]
XP_006152874.1|XM_00615_a4d688	Tupaia chinensis	XP_006152874.1	XM_006152812.2:234-3131	0	2895	XP_006152874.1 ANPEP [organism=Tupaia chinensis] [GeneID=102497415]	XM_006152812.2:234-3131 ANPEP [organism=Tupaia chinensis] [GeneID=102497415] [region=cds]
XP_075774142.1|XM_07591_537367	Pelodiscus sinensis	XP_075774142.1	XM_075918027.1:456-3377	0	2919	XP_075774142.1 ANPEP [organism=Pelodiscus sinensis] [GeneID=106732857]	XM_075918027.1:456-3377 ANPEP [organism=Pelodiscus sinensis] [GeneID=106732857] [region=cds]
XP_030433469.1|XM_03057_ffe3e0	Gopherus evgoodei	XP_030433469.1	XM_030577609.1:126-3101	0	2973	XP_030433469.1 ANPEP [organism=Gopherus evgoodei] [GeneID=115658523]	XM_030577609.1:126-3101 ANPEP [organism=Gopherus evgoodei] [GeneID=115658523] [transcript=X1] [region=cds]
XP_042665183.1|XM_04280_504356	Centrocercus urophasianus	XP_042665183.1	XM_042809249.1:81-2981	0	2898	XP_042665183.1 ANPEP [organism=Centrocercus urophasianus] [GeneID=122155417]	XM_042809249.1:81-2981 ANPEP [organism=Centrocercus urophasianus] [GeneID=122155417] [region=cds]
XP_046505469.1|XM_04664_62bf4b	Equus quagga	XP_046505469.1	XM_046649513.1:240-3143	0	2901	XP_046505469.1 ANPEP [organism=Equus quagga] [GeneID=124232556]	XM_046649513.1:240-3143 ANPEP [organism=Equus quagga] [GeneID=124232556] [region=cds]
XP_074090187.1|XM_07423_9b8859	Macrotis lagotis	XP_074090187.1	XM_074234086.1:383-3256	0	2871	XP_074090187.1 ANPEP [organism=Macrotis lagotis] [GeneID=141521477]	XM_074234086.1:383-3256 ANPEP [organism=Macrotis lagotis] [GeneID=141521477] [region=cds]
XP_005239470.3|XM_00523_cf5d70	Falco peregrinus	XP_005239470.3	XM_005239413.3:58-3045	0	2985	XP_005239470.3 ANPEP [organism=Falco peregrinus] [GeneID=101913499]	XM_005239413.3:58-3045 ANPEP [organism=Falco peregrinus] [GeneID=101913499] [region=cds]
XP_010570630.1|XM_01057_26ba04	Haliaeetus leucocephalus	XP_010570630.1	XM_010572328.1:1-2964	0	2961	XP_010570630.1 ANPEP [organism=Haliaeetus leucocephalus] [GeneID=104834760]	XM_010572328.1:1-2964 ANPEP [organism=Haliaeetus leucocephalus] [GeneID=104834760] [region=cds]
XP_014743328.1|XM_01488_ab7877	Sturnus vulgaris	XP_014743328.1	XM_014887842.1:121-2991	0	2868	XP_014743328.1 ANPEP [organism=Sturnus vulgaris] [GeneID=106860138]	XM_014887842.1:121-2991 ANPEP [organism=Sturnus vulgaris] [GeneID=106860138] [region=cds]
XP_047651886.1|XM_04779_4c5759	Phacochoerus africanus	XP_047651886.1	XM_047795930.1:325-3219	0	2892	XP_047651886.1 ANPEP [organism=Phacochoerus africanus] [GeneID=125135628]	XM_047795930.1:325-3219 ANPEP [organism=Phacochoerus africanus] [GeneID=125135628] [region=cds]
XP_049470239.1|XM_04961_56399a	Panthera uncia	XP_049470239.1	XM_049614282.1:627-3542	0	2913	XP_049470239.1 ANPEP [organism=Panthera uncia] [GeneID=125910785]	XM_049614282.1:627-3542 ANPEP [organism=Panthera uncia] [GeneID=125910785] [region=cds]
XP_074736753.1|XM_07488_49bb27	Strix uralensis	XP_074736753.1	XM_074880652.1:948-4373	0	3423	XP_074736753.1 ANPEP [organism=Strix uralensis] [GeneID=141948348] [isoform=X1]	XM_074880652.1:948-4373 ANPEP [organism=Strix uralensis] [GeneID=141948348] [transcript=X1] [region=cds]
XP_077173794.1|XM_07731_68e69e	Paroedura picta	XP_077173794.1	XM_077317679.1:655-3687	0	3030	XP_077173794.1 ANPEP [organism=Paroedura picta] [GeneID=143827783]	XM_077317679.1:655-3687 ANPEP [organism=Paroedura picta] [GeneID=143827783] [transcript=X1] [region=cds]
XP_003755570.1|XM_00375_4cfa33	Sarcophilus harrisii	XP_003755570.1	XM_003755522.4:381-3284	0	2901	XP_003755570.1 ANPEP [organism=Sarcophilus harrisii] [GeneID=100924074]	XM_003755522.4:381-3284 ANPEP [organism=Sarcophilus harrisii] [GeneID=100924074] [transcript=X1] [region=cds]
XP_017691744.1|XM_01783_1583f7	Lepidothrix coronata	XP_017691744.1	XM_017836255.1:90-2981	0	2889	XP_017691744.1 ANPEP [organism=Lepidothrix coronata] [GeneID=108507907]	XM_017836255.1:90-2981 ANPEP [organism=Lepidothrix coronata] [GeneID=108507907] [region=cds]
XP_047395220.1|XM_04753_f921d0	Sciurus carolinensis	XP_047395220.1	XM_047539264.1:1-3009	0	3006	XP_047395220.1 Anpep [organism=Sciurus carolinensis] [GeneID=124976329]	XM_047539264.1:1-3009 Anpep [organism=Sciurus carolinensis] [GeneID=124976329] [region=cds]
XP_058912630.1|XM_05905_a8447d	Kogia breviceps	XP_058912630.1	XM_059056647.2:520-3423	0	2901	XP_058912630.1 ANPEP [organism=Kogia breviceps] [GeneID=131752358] [isoform=X1]	XM_059056647.2:520-3423 ANPEP [organism=Kogia breviceps] [GeneID=131752358] [transcript=X1] [region=cds]
XP_065757080.1|XM_06590_df0d97	Phocoena phocoena	XP_065757080.1	XM_065901008.1:4-2949	0	2943	XP_065757080.1 ANPEP [organism=Phocoena phocoena] [GeneID=136142733]	XM_065901008.1:4-2949 ANPEP [organism=Phocoena phocoena] [GeneID=136142733] [region=cds]
NP_001139506.1|NM_00114_9ee93b	Canis lupus familiaris	NP_001139506.1	NM_001146034.1:1-2928	0	2925	NP_001139506.1 ANPEP [organism=Canis lupus familiaris] [GeneID=403913]	NM_001146034.1:1-2928 ANPEP [organism=Canis lupus familiaris] [GeneID=403913] [region=cds]
XP_036787845.2|XM_03693_1262da	Manis pentadactyla	XP_036787845.2	XM_036931950.2:206-3100	0	2892	XP_036787845.2 ANPEP [organism=Manis pentadactyla] [GeneID=118935549]	XM_036931950.2:206-3100 ANPEP [organism=Manis pentadactyla] [GeneID=118935549] [region=cds]
XP_075015741.1|XM_07515_959d30	Calonectris borealis	XP_075015741.1	XM_075159640.1:148-3039	0	2889	XP_075015741.1 ANPEP [organism=Calonectris borealis] [GeneID=142086538]	XM_075159640.1:148-3039 ANPEP [organism=Calonectris borealis] [GeneID=142086538] [transcript=X1] [region=cds]
XP_004617569.1|XM_00461_dd0f30	Sorex araneus	XP_004617569.1	XM_004617512.2:1-2880	0	2877	XP_004617569.1 ANPEP [organism=Sorex araneus] [GeneID=101545346]	XM_004617512.2:1-2880 ANPEP [organism=Sorex araneus] [GeneID=101545346] [region=cds]
XP_053079524.1|XM_05322_d87a62	Acinonyx jubatus	XP_053079524.1	XM_053223549.1:322-3225	0	2901	XP_053079524.1 ANPEP [organism=Acinonyx jubatus] [GeneID=106965927]	XM_053223549.1:322-3225 ANPEP [organism=Acinonyx jubatus] [GeneID=106965927] [region=cds]
XP_036245184.1|XM_03638_740dac	Molothrus ater	XP_036245184.1	XM_036389291.2:503-3394	0	2889	XP_036245184.1 ANPEP [organism=Molothrus ater] [GeneID=118690531]	XM_036389291.2:503-3394 ANPEP [organism=Molothrus ater] [GeneID=118690531] [region=cds]
XP_068881923.1|XM_06902_c785cb	Aphelocoma coerulescens	XP_068881923.1	XM_069025822.1:115-3000	0	2883	XP_068881923.1 ANPEP [organism=Aphelocoma coerulescens] [GeneID=138116467]	XM_069025822.1:115-3000 ANPEP [organism=Aphelocoma coerulescens] [GeneID=138116467] [region=cds]
XP_058703141.1|XM_05884_cfde7f	Poecile atricapillus	XP_058703141.1	XM_058847158.1:52-2952	0	2898	XP_058703141.1 ANPEP [organism=Poecile atricapillus] [GeneID=131583255]	XM_058847158.1:52-2952 ANPEP [organism=Poecile atricapillus] [GeneID=131583255] [transcript=X1] [region=cds]
XP_037688971.1|XM_03783_a2e325	Choloepus didactylus	XP_037688971.1	XM_037833043.1:218-3121	0	2901	XP_037688971.1 ANPEP [organism=Choloepus didactylus] [GeneID=119531613]	XM_037833043.1:218-3121 ANPEP [organism=Choloepus didactylus] [GeneID=119531613] [region=cds]
XP_039073382.1|XM_03921_2b7c47	Hyaena hyaena	XP_039073382.1	XM_039217451.1:247-3213	0	2964	XP_039073382.1 ANPEP [organism=Hyaena hyaena] [GeneID=120220371]	XM_039217451.1:247-3213 ANPEP [organism=Hyaena hyaena] [GeneID=120220371] [region=cds]
XP_052664631.1|XM_05280_ed30e4	Harpia harpyja	XP_052664631.1	XM_052808671.1:440-3394	0	2952	XP_052664631.1 ANPEP [organism=Harpia harpyja] [GeneID=128151333]	XM_052808671.1:440-3394 ANPEP [organism=Harpia harpyja] [GeneID=128151333] [transcript=X1] [region=cds]
XP_055133220.2|XM_05527_9160fe	Symphalangus syndactylus	XP_055133220.2	XM_055277245.2:353-3256	0	2901	XP_055133220.2 ANPEP [organism=Symphalangus syndactylus] [GeneID=129482081]	XM_055277245.2:353-3256 ANPEP [organism=Symphalangus syndactylus] [GeneID=129482081] [region=cds]
XP_030734494.1|XM_03087_bdeda0	Globicephala melas	XP_030734494.1	XM_030878634.3:447-3383	0	2934	XP_030734494.1 ANPEP [organism=Globicephala melas] [GeneID=115864674]	XM_030878634.3:447-3383 ANPEP [organism=Globicephala melas] [GeneID=115864674] [transcript=X2] [region=cds]
XP_062498654.1|XM_06264_34f649	Pezoporus occidentalis	XP_062498654.1	XM_062642670.1:392-3385	0	2991	XP_062498654.1 ANPEP [organism=Pezoporus occidentalis] [GeneID=134176052]	XM_062642670.1:392-3385 ANPEP [organism=Pezoporus occidentalis] [GeneID=134176052] [transcript=X1] [region=cds]
NP_001009252.2|NM_00100_072831	Felis catus	NP_001009252.2	NM_001009252.2:2-2905	0	2901	NP_001009252.2 ANPEP [organism=Felis catus] [GeneID=493785]	NM_001009252.2:2-2905 ANPEP [organism=Felis catus] [GeneID=493785] [region=cds]
XP_014304588.1|XM_01444_344150	Myotis lucifugus	XP_014304588.1	XM_014449102.2:471-3386	0	2913	XP_014304588.1 ANPEP [organism=Myotis lucifugus] [GeneID=102436138]	XM_014449102.2:471-3386 ANPEP [organism=Myotis lucifugus] [GeneID=102436138] [region=cds]
XP_075431252.1|XM_07557_475fe2	Ascaphus truei	XP_075431252.1	XM_075575137.1:420-3362	0	2940	XP_075431252.1 ANPEP [organism=Ascaphus truei] [GeneID=142468708] [isoform=X1]	XM_075575137.1:420-3362 ANPEP [organism=Ascaphus truei] [GeneID=142468708] [transcript=X1] [region=cds]
XP_074822794.1|XM_07496_441536	Natator depressus	XP_074822794.1	XM_074966693.1:143-3043	0	2898	XP_074822794.1 ANPEP [organism=Natator depressus] [GeneID=141995451]	XM_074966693.1:143-3043 ANPEP [organism=Natator depressus] [GeneID=141995451] [transcript=X1] [region=cds]
XP_028351549.1|XM_02849_03b5c7	Physeter macrocephalus	XP_028351549.1	XM_028495748.2:655-4044	0	3387	XP_028351549.1 ANPEP [organism=Physeter macrocephalus] [GeneID=102974845] [isoform=X1]	XM_028495748.2:655-4044 ANPEP [organism=Physeter macrocephalus] [GeneID=102974845] [transcript=X1] [region=cds]
XP_075860867.1|XM_07600_b42123	Microcebus murinus	XP_075860867.1	XM_076004752.1:340-3276	0	2934	XP_075860867.1 ANPEP [organism=Microcebus murinus] [GeneID=105870614]	XM_076004752.1:340-3276 ANPEP [organism=Microcebus murinus] [GeneID=105870614] [region=cds]
XP_014808157.1|XM_01495_38bcb9	Calidris pugnax	XP_014808157.1	XM_014952671.1:460-3372	0	2910	XP_014808157.1 ANPEP [organism=Calidris pugnax] [GeneID=106894152]	XM_014952671.1:460-3372 ANPEP [organism=Calidris pugnax] [GeneID=106894152] [transcript=X1] [region=cds]
XP_074457163.1|XM_07460_917594	Larus michahellis	XP_074457163.1	XM_074601062.1:478-3462	0	2982	XP_074457163.1 ANPEP [organism=Larus michahellis] [GeneID=141748653]	XM_074601062.1:478-3462 ANPEP [organism=Larus michahellis] [GeneID=141748653] [transcript=X1] [region=cds]
XP_005320197.1|XM_00532_a1b512	Ictidomys tridecemlineatus	XP_005320197.1	XM_005320140.4:428-3331	0	2901	XP_005320197.1 Anpep [organism=Ictidomys tridecemlineatus] [GeneID=101972738]	XM_005320140.4:428-3331 Anpep [organism=Ictidomys tridecemlineatus] [GeneID=101972738] [transcript=X1] [region=cds]
XP_030312796.1|XM_03045_a86159	Calypte anna	XP_030312796.1	XM_030456936.1:408-3293	0	2883	XP_030312796.1 ANPEP [organism=Calypte anna] [GeneID=103536009]	XM_030456936.1:408-3293 ANPEP [organism=Calypte anna] [GeneID=103536009] [transcript=X1] [region=cds]
XP_065703836.1|XM_06584_eb611e	Patagioenas fasciata	XP_065703836.1	XM_065847764.2:649-3549	0	2898	XP_065703836.1 ANPEP [organism=Patagioenas fasciata] [GeneID=136106998]	XM_065847764.2:649-3549 ANPEP [organism=Patagioenas fasciata] [GeneID=136106998] [transcript=X2] [region=cds]
XP_024088297.1|XM_02423_d7a500	Pongo abelii	XP_024088297.1	XM_024232529.3:432-3335	0	2901	XP_024088297.1 ANPEP [organism=Pongo abelii] [GeneID=100440397]	XM_024232529.3:432-3335 ANPEP [organism=Pongo abelii] [GeneID=100440397] [transcript=X2] [region=cds]
XP_008561571.1|XM_00856_842a14	Galeopterus variegatus	XP_008561571.1	XM_008563349.1:10-2907	0	2895	XP_008561571.1 ANPEP [organism=Galeopterus variegatus] [GeneID=103581505]	XM_008563349.1:10-2907 ANPEP [organism=Galeopterus variegatus] [GeneID=103581505] [region=cds]
XP_012861931.1|XM_01300_84006d	Echinops telfairi	XP_012861931.1	XM_013006477.2:97-2985	0	2886	XP_012861931.1 ANPEP [organism=Echinops telfairi] [GeneID=101640699]	XM_013006477.2:97-2985 ANPEP [organism=Echinops telfairi] [GeneID=101640699] [region=cds]
XP_008068818.1|XM_00807_bda992	Carlito syrichta	XP_008068818.1	XM_008070627.2:41-2941	0	2898	XP_008068818.1 ANPEP [organism=Carlito syrichta] [GeneID=103273198]	XM_008070627.2:41-2941 ANPEP [organism=Carlito syrichta] [GeneID=103273198] [region=cds]
XP_044836807.1|XM_04498_d9f686	Mauremys mutica	XP_044836807.1	XM_044980872.1:130-3039	0	2907	XP_044836807.1 ANPEP [organism=Mauremys mutica] [GeneID=123344536]	XM_044980872.1:130-3039 ANPEP [organism=Mauremys mutica] [GeneID=123344536] [transcript=X1] [region=cds]
XP_027707196.1|XM_02785_70c3c6	Vombatus ursinus	XP_027707196.1	XM_027851395.1:1117-4035	0	2916	XP_027707196.1 ANPEP [organism=Vombatus ursinus] [GeneID=114035334]	XM_027851395.1:1117-4035 ANPEP [organism=Vombatus ursinus] [GeneID=114035334] [transcript=X1] [region=cds]
XP_049761895.1|XM_04990_acaabe	Elephas maximus indicus	XP_049761895.1	XM_049905938.1:394-3297	0	2901	XP_049761895.1 ANPEP [organism=Elephas maximus indicus] [GeneID=126087974]	XM_049905938.1:394-3297 ANPEP [organism=Elephas maximus indicus] [GeneID=126087974] [transcript=X1] [region=cds]
XP_075063900.1|XM_07520_20f479	Mixophyes fleayi	XP_075063900.1	XM_075207799.1:568-3453	0	2883	XP_075063900.1 ANPEP [organism=Mixophyes fleayi] [GeneID=142151790]	XM_075207799.1:568-3453 ANPEP [organism=Mixophyes fleayi] [GeneID=142151790] [transcript=X1] [region=cds]
XP_053844825.1|XM_05398_122231	Vidua macroura	XP_053844825.1	XM_053988850.1:1119-4055	0	2934	XP_053844825.1 ANPEP [organism=Vidua macroura] [GeneID=128813591]	XM_053988850.1:1119-4055 ANPEP [organism=Vidua macroura] [GeneID=128813591] [region=cds]
XP_063781891.1|XM_06392_8356ce	Pseudophryne corroboree	XP_063781891.1	XM_063925821.1:737-3631	0	2892	XP_063781891.1 ANPEP [organism=Pseudophryne corroboree] [GeneID=134931933]	XM_063925821.1:737-3631 ANPEP [organism=Pseudophryne corroboree] [GeneID=134931933] [transcript=X1] [region=cds]
XP_036700980.1|XM_03684_11e52f	Balaenoptera musculus	XP_036700980.1	XM_036845085.1:462-3389	0	2925	XP_036700980.1 ANPEP [organism=Balaenoptera musculus] [GeneID=118891289]	XM_036845085.1:462-3389 ANPEP [organism=Balaenoptera musculus] [GeneID=118891289] [region=cds]
XP_054243768.1|XM_05438_bb76ad	Indicator indicator	XP_054243768.1	XM_054387793.1:118-3000	0	2880	XP_054243768.1 ANPEP [organism=Indicator indicator] [GeneID=128972021]	XM_054387793.1:118-3000 ANPEP [organism=Indicator indicator] [GeneID=128972021] [region=cds]
XP_075362623.1|XM_07550_de8e6b	Mycteria americana	XP_075362623.1	XM_075506508.1:549-3614	0	3063	XP_075362623.1 ANPEP [organism=Mycteria americana] [GeneID=142411882] [isoform=X1]	XM_075506508.1:549-3614 ANPEP [organism=Mycteria americana] [GeneID=142411882] [transcript=X1] [region=cds]
XP_040113489.1|XM_04025_8e4de6	Oryx dammah	XP_040113489.1	XM_040257555.1:892-3816	0	2922	XP_040113489.1 ANPEP [organism=Oryx dammah] [GeneID=120875628]	XM_040257555.1:892-3816 ANPEP [organism=Oryx dammah] [GeneID=120875628] [transcript=X1] [region=cds]
XP_047718795.1|XM_04786_4e5d49	Prionailurus viverrinus	XP_047718795.1	XM_047862839.1:208-3111	0	2901	XP_047718795.1 ANPEP [organism=Prionailurus viverrinus] [GeneID=125167931]	XM_047862839.1:208-3111 ANPEP [organism=Prionailurus viverrinus] [GeneID=125167931] [region=cds]
XP_047902278.2|XM_04804_ec93bd	Anser cygnoides	XP_047902278.2	XM_048046321.2:551-3451	0	2898	XP_047902278.2 ANPEP [organism=Anser cygnoides] [GeneID=106048649]	XM_048046321.2:551-3451 ANPEP [organism=Anser cygnoides] [GeneID=106048649] [transcript=X1] [region=cds]
XP_021536217.1|XM_02168_1df81d	Neomonachus schauinslandi	XP_021536217.1	XM_021680542.1:244-3141	0	2895	XP_021536217.1 ANPEP [organism=Neomonachus schauinslandi] [GeneID=110572294]	XM_021680542.1:244-3141 ANPEP [organism=Neomonachus schauinslandi] [GeneID=110572294] [region=cds]
XP_024417425.1|XM_02456_188e96	Desmodus rotundus	XP_024417425.1	XM_024561657.4:275-3178	0	2901	XP_024417425.1 ANPEP [organism=Desmodus rotundus] [GeneID=112305894]	XM_024561657.4:275-3178 ANPEP [organism=Desmodus rotundus] [GeneID=112305894] [transcript=X2] [region=cds]
XP_027428691.2|XM_02757_217c18	Zalophus californianus	XP_027428691.2	XM_027572890.2:2-2926	0	2922	XP_027428691.2 ANPEP [organism=Zalophus californianus] [GeneID=113910569]	XM_027572890.2:2-2926 ANPEP [organism=Zalophus californianus] [GeneID=113910569] [region=cds]
XP_048721830.1|XM_04886_60886e	Caretta caretta	XP_048721830.1	XM_048865873.1:162-3062	0	2898	XP_048721830.1 ANPEP [organism=Caretta caretta] [GeneID=125643388]	XM_048865873.1:162-3062 ANPEP [organism=Caretta caretta] [GeneID=125643388] [transcript=X4] [region=cds]
NP_032512.2|NM_008486.3_a3accc	Mus musculus	NP_032512.2	NM_008486.3:476-3376	0	2898	NP_032512.2 Anpep [organism=Mus musculus] [GeneID=16790]	NM_008486.3:476-3376 Anpep [organism=Mus musculus] [GeneID=16790] [region=cds]
NP_990192.2|NM_204861.2_f74b55	Gallus gallus	NP_990192.2	NM_204861.2:28-2931	0	2901	NP_990192.2 ANPEP [organism=Gallus gallus] [GeneID=395667]	NM_204861.2:28-2931 ANPEP [organism=Gallus gallus] [GeneID=395667] [region=cds]
XP_005357770.1|XM_00535_53cf14	Microtus ochrogaster	XP_005357770.1	XM_005357713.3:224-3199	0	2973	XP_005357770.1 Anpep [organism=Microtus ochrogaster] [GeneID=101993543]	XM_005357713.3:224-3199 Anpep [organism=Microtus ochrogaster] [GeneID=101993543] [region=cds]
XP_066491470.1|XM_06663_76b754	Tiliqua scincoides	XP_066491470.1	XM_066635373.1:282-3167	0	2883	XP_066491470.1 ANPEP [organism=Tiliqua scincoides] [GeneID=136658600]	XM_066635373.1:282-3167 ANPEP [organism=Tiliqua scincoides] [GeneID=136658600] [region=cds]
XP_071610143.1|XM_07175_594524	Heliangelus exortis	XP_071610143.1	XM_071754042.1:1030-3915	0	2883	XP_071610143.1 ANPEP [organism=Heliangelus exortis] [GeneID=139800683]	XM_071754042.1:1030-3915 ANPEP [organism=Heliangelus exortis] [GeneID=139800683] [transcript=X1] [region=cds]
XP_027775590.2|XM_02791_7f8850	Marmota flaviventris	XP_027775590.2	XM_027919789.2:171-3074	0	2901	XP_027775590.2 Anpep [organism=Marmota flaviventris] [GeneID=114078729]	XM_027919789.2:171-3074 Anpep [organism=Marmota flaviventris] [GeneID=114078729] [region=cds]
XP_055970076.1|XM_05611_7317ce	Sorex fumeus	XP_055970076.1	XM_056114101.1:24-2891	0	2865	XP_055970076.1 ANPEP [organism=Sorex fumeus] [GeneID=130023549]	XM_056114101.1:24-2891 ANPEP [organism=Sorex fumeus] [GeneID=130023549] [region=cds]
XP_067327470.1|XM_06747_4aceb8	Anolis sagrei	XP_067327470.1	XM_067471369.1:632-3649	0	3015	XP_067327470.1 ANPEP [organism=Anolis sagrei] [GeneID=132762446]	XM_067471369.1:632-3649 ANPEP [organism=Anolis sagrei] [GeneID=132762446] [region=cds]
XP_014957374.3|XM_01510_c49c7b	Ovis aries	XP_014957374.3	XM_015101888.3:48-2960	0	2910	XP_014957374.3 ANPEP [organism=Ovis aries] [GeneID=101104860]	XM_015101888.3:48-2960 ANPEP [organism=Ovis aries] [GeneID=101104860] [region=cds]
XP_048225372.1|XM_04836_72b525	Perognathus longimembris pacificus	XP_048225372.1	XM_048369415.1:219-3113	0	2892	XP_048225372.1 Anpep [organism=Perognathus longimembris pacificus] [GeneID=125368452]	XM_048369415.1:219-3113 Anpep [organism=Perognathus longimembris pacificus] [GeneID=125368452] [region=cds]
XP_059771361.1|XM_05991_6e84de	Balaenoptera ricei	XP_059771361.1	XM_059915378.1:440-3364	0	2922	XP_059771361.1 ANPEP [organism=Balaenoptera ricei] [GeneID=132360323]	XM_059915378.1:440-3364 ANPEP [organism=Balaenoptera ricei] [GeneID=132360323] [region=cds]
XP_061037750.1|XM_06118_c115c2	Eubalaena glacialis	XP_061037750.1	XM_061181767.1:4-2994	0	2988	XP_061037750.1 ANPEP [organism=Eubalaena glacialis] [GeneID=133084950]	XM_061181767.1:4-2994 ANPEP [organism=Eubalaena glacialis] [GeneID=133084950] [region=cds]
XP_066414870.1|XM_06655_66b247	Molothrus aeneus	XP_066414870.1	XM_066558773.1:151-3042	0	2889	XP_066414870.1 ANPEP [organism=Molothrus aeneus] [GeneID=136562127]	XM_066558773.1:151-3042 ANPEP [organism=Molothrus aeneus] [GeneID=136562127] [region=cds]
NP_001141.2|NM_001150.3_9cc4c7	Homo sapiens	NP_001141.2	NM_001150.3:305-3208	0	2901	NP_001141.2 ANPEP [organism=Homo sapiens] [GeneID=290]	NM_001150.3:305-3208 ANPEP [organism=Homo sapiens] [GeneID=290] [transcript=1] [region=cds]
XP_011929737.1|XM_01207_328bef	Cercocebus atys	XP_011929737.1	XM_012074347.1:27-2933	0	2904	XP_011929737.1 ANPEP [organism=Cercocebus atys] [GeneID=105592393]	XM_012074347.1:27-2933 ANPEP [organism=Cercocebus atys] [GeneID=105592393] [region=cds]
XP_052527852.1|XM_05267_fd4dfa	Tympanuchus pallidicinctus	XP_052527852.1	XM_052671892.1:270-3170	0	2898	XP_052527852.1 ANPEP [organism=Tympanuchus pallidicinctus] [GeneID=128075293]	XM_052671892.1:270-3170 ANPEP [organism=Tympanuchus pallidicinctus] [GeneID=128075293] [region=cds]
XP_067999717.1|XM_06814_e2f366	Melanerpes formicivorus	XP_067999717.1	XM_068143616.1:784-3702	0	2916	XP_067999717.1 ANPEP [organism=Melanerpes formicivorus] [GeneID=137443717]	XM_068143616.1:784-3702 ANPEP [organism=Melanerpes formicivorus] [GeneID=137443717] [region=cds]
XP_050653589.1|XM_05079_b12823	Macaca thibetana thibetana	XP_050653589.1	XM_050797632.1:356-3262	0	2904	XP_050653589.1 ANPEP [organism=Macaca thibetana thibetana] [GeneID=126958902]	XM_050797632.1:356-3262 ANPEP [organism=Macaca thibetana thibetana] [GeneID=126958902] [region=cds]
XP_067963765.1|XM_06810_025e68	Myxine glutinosa	XP_067963765.1	XM_068107664.1:17-2896	0	2877	XP_067963765.1 ANPEP [organism=Myxine glutinosa] [GeneID=137421525]	XM_068107664.1:17-2896 ANPEP [organism=Myxine glutinosa] [GeneID=137421525] [region=cds]
XP_046942620.1|XM_04708_ea60c2	Lynx rufus	XP_046942620.1	XM_047086664.1:224-3127	0	2901	XP_046942620.1 ANPEP [organism=Lynx rufus] [GeneID=124517301]	XM_047086664.1:224-3127 ANPEP [organism=Lynx rufus] [GeneID=124517301] [region=cds]
XP_054025111.1|XM_05416_1943eb	Dryobates pubescens	XP_054025111.1	XM_054169136.1:253-3135	0	2880	XP_054025111.1 ANPEP [organism=Dryobates pubescens] [GeneID=104297374]	XM_054169136.1:253-3135 ANPEP [organism=Dryobates pubescens] [GeneID=104297374] [region=cds]
XP_032089164.1|XM_03223_314ab0	Thamnophis elegans	XP_032089164.1	XM_032233273.1:393-3470	0	3075	XP_032089164.1 ANPEP [organism=Thamnophis elegans] [GeneID=116519418]	XM_032233273.1:393-3470 ANPEP [organism=Thamnophis elegans] [GeneID=116519418] [region=cds]
XP_072726253.1|XM_07287_29e9b9	Ciconia boyciana	XP_072726253.1	XM_072870152.1:553-3537	0	2982	XP_072726253.1 ANPEP [organism=Ciconia boyciana] [GeneID=140655501]	XM_072870152.1:553-3537 ANPEP [organism=Ciconia boyciana] [GeneID=140655501] [region=cds]
XP_039933695.1|XM_04007_9ab0ec	Hirundo rustica	XP_039933695.1	XM_040077761.2:431-3328	0	2895	XP_039933695.1 ANPEP [organism=Hirundo rustica] [GeneID=120758959]	XM_040077761.2:431-3328 ANPEP [organism=Hirundo rustica] [GeneID=120758959] [region=cds]
XP_056427950.1|XM_05657_9d1dfb	Hyla sarda	XP_056427950.1	XM_056571975.1:565-3480	0	2913	XP_056427950.1 ANPEP [organism=Hyla sarda] [GeneID=130368389]	XM_056571975.1:565-3480 ANPEP [organism=Hyla sarda] [GeneID=130368389] [transcript=X1] [region=cds]
