Sample,Partition,Branch,Corrected P-value,Raw P-value,Rate classes,omega_max,significant_branch_0.10,status
BDNF-64,3,XM_027577807_1_PREDICTED_Zalophus_californianus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_027852578_1_PREDICTED_Vombatus_ursinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_027936596_1_PREDICTED_Marmota_flaviventris_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_028117708_1_PREDICTED_Eumetopias_jubatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_029555090_1_PREDICTED_Nannospalax_galili_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_029957152_1_PREDICTED_Suricata_suricatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_030333208_1_PREDICTED_Lynx_canadensis_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,3,XM_031025064_1_PREDICTED_Leptonychotes_weddellii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_031371313_1_PREDICTED_Mastomys_coucha_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_031944159_1_PREDICTED_Sarcophilus_harrisii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_032414183_1_PREDICTED_Phoca_vitulina_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X6_mRNA,,,0,,0,ok
BDNF-64,3,XM_032903861_1_PREDICTED_Rattus_rattus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_033764060_1_PREDICTED_Fukomys_damarensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,3,XM_035012477_1_PREDICTED_Mirounga_leonina_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,3,XM_036109493_1_PREDICTED_Halichoerus_grypus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_036763631_1_PREDICTED_Trichosurus_vulpecula_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_037204438_1_PREDICTED_Peromyscus_leucopus_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,3,XM_038429434_1_PREDICTED_Canis_lupus_familiaris_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,3,XM_039217098_1_PREDICTED_Hyaena_hyaena_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,3,XM_040284582_1_PREDICTED_Ictidomys_tridecemlineatus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_040980297_1_PREDICTED_Ochotona_curzoniae_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,3,XM_041730708_1_PREDICTED_Vulpes_lagopus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,NM_001009828_1_Felis_catus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,4,NM_001012441_1_Pan_troglodytes_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,4,NM_001048142_1_Mus_musculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,4,NM_001081787_1_Equus_caballus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,4,NM_001270630_1_Rattus_norvegicus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_1_mRNA,1.0,,0,,0,ok
BDNF-64,4,NM_001709_5_Homo_sapiens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,4,Node1,,,0,,0,ok
BDNF-64,4,Node105,,,0,,0,ok
BDNF-64,4,Node107,,,0,,0,ok
BDNF-64,4,Node11,,,0,,0,ok
BDNF-64,4,Node14,,,0,,0,ok
BDNF-64,4,Node15,,,0,,0,ok
BDNF-64,4,Node16,,,0,,0,ok
BDNF-64,4,Node20,,,0,,0,ok
BDNF-64,4,Node21,,,0,,0,ok
BDNF-64,4,Node23,,,0,,0,ok
BDNF-64,4,Node26,,,0,,0,ok
BDNF-64,4,Node3,,,0,,0,ok
BDNF-64,4,Node33,,,0,,0,ok
BDNF-64,4,Node34,,,0,,0,ok
BDNF-64,4,Node36,,,0,,0,ok
BDNF-64,4,Node37,,,0,,0,ok
BDNF-64,4,Node38,,,0,,0,ok
BDNF-64,4,Node4,,,0,,0,ok
BDNF-64,4,Node40,,,0,,0,ok
BDNF-64,4,Node45,,,0,,0,ok
BDNF-64,4,Node48,,,0,,0,ok
BDNF-64,4,Node51,,,0,,0,ok
BDNF-64,4,Node52,,,0,,0,ok
BDNF-64,4,Node53,,,0,,0,ok
BDNF-64,4,Node54,,,0,,0,ok
BDNF-64,4,Node56,,,0,,0,ok
BDNF-64,4,Node61,,,0,,0,ok
BDNF-64,4,Node63,,,0,,0,ok
BDNF-64,4,Node65,,,0,,0,ok
BDNF-64,4,Node67,,,0,,0,ok
BDNF-64,4,Node69,,,0,,0,ok
BDNF-64,4,Node7,,,0,,0,ok
BDNF-64,4,Node72,,,0,,0,ok
BDNF-64,4,Node73,1.0,,0,,0,ok
BDNF-64,4,Node75,1.0,,0,,0,ok
BDNF-64,4,Node77,1.0,,0,,0,ok
BDNF-64,4,Node8,,,0,,0,ok
BDNF-64,4,Node80,,,0,,0,ok
BDNF-64,4,Node83,,,0,,0,ok
BDNF-64,4,Node85,,,0,,0,ok
BDNF-64,4,Node87,,,0,,0,ok
BDNF-64,4,Node92,,,0,,0,ok
BDNF-64,4,Node93,,,0,,0,ok
BDNF-64,4,Node94,,,0,,0,ok
BDNF-64,4,Node97,,,0,,0,ok
BDNF-64,4,XM_004408653_1_PREDICTED_Odobenus_rosmarus_divergens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_004585440_1_PREDICTED_Ochotona_princeps_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_004644113_2_PREDICTED_Octodon_degus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_004660846_2_PREDICTED_Jaculus_jaculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_004851581_3_PREDICTED_Heterocephalus_glaber_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_005216334_4_PREDICTED_Bos_taurus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_005401751_2_PREDICTED_Chinchilla_lanigera_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_005654684_3_PREDICTED_Sus_scrofa_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_005890667_2_PREDICTED_Bos_mutus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_006068006_2_PREDICTED_Bubalus_bubalis_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,,,0,,0,ok
BDNF-64,4,XM_007497196_2_PREDICTED_Monodelphis_domestica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_007653166_4_PREDICTED_Cricetulus_griseus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_008686880_2_PREDICTED_Ursus_maritimus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,4,XM_009007854_3_PREDICTED_Callithrix_jacchus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_010831788_1_PREDICTED_Bison_bison_bison_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_011226480_3_PREDICTED_Ailuropoda_melanoleuca_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_012096129_4_PREDICTED_Ovis_aries_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_013019592_1_PREDICTED_Dipodomys_ordii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_013147262_2_PREDICTED_Cavia_porcellus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_015114598_2_PREDICTED_Macaca_mulatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_015476449_1_PREDICTED_Marmota_marmota_marmota_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_015544869_1_PREDICTED_Panthera_tigris_altaica_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,4,XM_019974522_1_PREDICTED_Bos_indicus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,4,XM_020177315_1_PREDICTED_Castor_canadensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,4,XM_020903256_1_PREDICTED_Odocoileus_virginianus_texanus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_020977976_1_PREDICTED_Phascolarctos_cinereus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_021151236_2_PREDICTED_Mus_caroli_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,4,XM_021192829_2_PREDICTED_Mus_pahari_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,4,XM_021685880_1_PREDICTED_Neomonachus_schauinslandi_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_025879326_1_PREDICTED_Callorhinus_ursinus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,4,XM_026018600_1_PREDICTED_Vulpes_vulpes_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_026412272_1_PREDICTED_Urocitellus_parryii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_027577807_1_PREDICTED_Zalophus_californianus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_027852578_1_PREDICTED_Vombatus_ursinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_027936596_1_PREDICTED_Marmota_flaviventris_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_028117708_1_PREDICTED_Eumetopias_jubatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_029555090_1_PREDICTED_Nannospalax_galili_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_029957152_1_PREDICTED_Suricata_suricatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_030333208_1_PREDICTED_Lynx_canadensis_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,4,XM_031025064_1_PREDICTED_Leptonychotes_weddellii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_031371313_1_PREDICTED_Mastomys_coucha_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_031944159_1_PREDICTED_Sarcophilus_harrisii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_032414183_1_PREDICTED_Phoca_vitulina_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X6_mRNA,,,0,,0,ok
BDNF-64,4,XM_032903861_1_PREDICTED_Rattus_rattus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_033764060_1_PREDICTED_Fukomys_damarensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,4,XM_035012477_1_PREDICTED_Mirounga_leonina_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,4,XM_036109493_1_PREDICTED_Halichoerus_grypus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_036763631_1_PREDICTED_Trichosurus_vulpecula_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_037204438_1_PREDICTED_Peromyscus_leucopus_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,4,XM_038429434_1_PREDICTED_Canis_lupus_familiaris_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,4,XM_039217098_1_PREDICTED_Hyaena_hyaena_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,4,XM_040284582_1_PREDICTED_Ictidomys_tridecemlineatus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_040980297_1_PREDICTED_Ochotona_curzoniae_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,4,XM_041730708_1_PREDICTED_Vulpes_lagopus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,NM_001009828_1_Felis_catus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,5,NM_001012441_1_Pan_troglodytes_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,5,NM_001048142_1_Mus_musculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,5,NM_001081787_1_Equus_caballus_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,5,NM_001270630_1_Rattus_norvegicus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_1_mRNA,1.0,,0,,0,ok
BDNF-64,5,NM_001709_5_Homo_sapiens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_4_mRNA,1.0,,0,,0,ok
BDNF-64,5,Node1,,,0,,0,ok
BDNF-64,5,Node100,,,0,,0,ok
BDNF-64,5,Node102,,,0,,0,ok
BDNF-64,5,Node106,,,0,,0,ok
BDNF-64,5,Node107,,,0,,0,ok
BDNF-64,5,Node11,,,0,,0,ok
BDNF-64,5,Node112,,,0,,0,ok
BDNF-64,5,Node13,,,0,,0,ok
BDNF-64,5,Node16,,,0,,0,ok
BDNF-64,5,Node19,,,0,,0,ok
BDNF-64,5,Node20,,,0,,0,ok
BDNF-64,5,Node21,,,0,,0,ok
BDNF-64,5,Node23,,,0,,0,ok
BDNF-64,5,Node26,,,0,,0,ok
BDNF-64,5,Node28,,,0,,0,ok
BDNF-64,5,Node30,,,0,,0,ok
BDNF-64,5,Node32,,,0,,0,ok
BDNF-64,5,Node42,,,0,,0,ok
BDNF-64,5,Node43,,,0,,0,ok
BDNF-64,5,Node44,,,0,,0,ok
BDNF-64,5,Node47,1.0,,0,,0,ok
BDNF-64,5,Node50,1.0,,0,,0,ok
BDNF-64,5,Node54,,,0,,0,ok
BDNF-64,5,Node55,,,0,,0,ok
BDNF-64,5,Node56,,,0,,0,ok
BDNF-64,5,Node58,,,0,,0,ok
BDNF-64,5,Node59,,,0,,0,ok
BDNF-64,5,Node6,,,0,,0,ok
BDNF-64,5,Node63,,,0,,0,ok
BDNF-64,5,Node65,,,0,,0,ok
BDNF-64,5,Node67,,,0,,0,ok
BDNF-64,5,Node68,,,0,,0,ok
BDNF-64,5,Node69,,,0,,0,ok
BDNF-64,5,Node7,,,0,,0,ok
BDNF-64,5,Node72,,,0,,0,ok
BDNF-64,5,Node74,,,0,,0,ok
BDNF-64,5,Node79,,,0,,0,ok
BDNF-64,5,Node8,,,0,,0,ok
BDNF-64,5,Node82,,,0,,0,ok
BDNF-64,5,Node84,,,0,,0,ok
BDNF-64,5,Node85,,,0,,0,ok
BDNF-64,5,Node87,,,0,,0,ok
BDNF-64,5,Node89,,,0,,0,ok
BDNF-64,5,Node91,,,0,,0,ok
BDNF-64,5,Node94,,,0,,0,ok
BDNF-64,5,Node96,,,0,,0,ok
BDNF-64,5,Node97,,,0,,0,ok
BDNF-64,5,XM_004408653_1_PREDICTED_Odobenus_rosmarus_divergens_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_004585440_1_PREDICTED_Ochotona_princeps_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_004644113_2_PREDICTED_Octodon_degus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_004660846_2_PREDICTED_Jaculus_jaculus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_004851581_3_PREDICTED_Heterocephalus_glaber_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_005216334_4_PREDICTED_Bos_taurus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_005401751_2_PREDICTED_Chinchilla_lanigera_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_005654684_3_PREDICTED_Sus_scrofa_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_005890667_2_PREDICTED_Bos_mutus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_006068006_2_PREDICTED_Bubalus_bubalis_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,,,0,,0,ok
BDNF-64,5,XM_007497196_2_PREDICTED_Monodelphis_domestica_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_007653166_4_PREDICTED_Cricetulus_griseus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_008686880_2_PREDICTED_Ursus_maritimus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,5,XM_009007854_3_PREDICTED_Callithrix_jacchus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_010831788_1_PREDICTED_Bison_bison_bison_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_011226480_3_PREDICTED_Ailuropoda_melanoleuca_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_012096129_4_PREDICTED_Ovis_aries_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X2_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_013019592_1_PREDICTED_Dipodomys_ordii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_013147262_2_PREDICTED_Cavia_porcellus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_015114598_2_PREDICTED_Macaca_mulatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_015476449_1_PREDICTED_Marmota_marmota_marmota_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_015544869_1_PREDICTED_Panthera_tigris_altaica_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,5,XM_019974522_1_PREDICTED_Bos_indicus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,5,XM_020177315_1_PREDICTED_Castor_canadensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,5,XM_020903256_1_PREDICTED_Odocoileus_virginianus_texanus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_020977976_1_PREDICTED_Phascolarctos_cinereus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_021151236_2_PREDICTED_Mus_caroli_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,5,XM_021192829_2_PREDICTED_Mus_pahari_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,5,XM_021685880_1_PREDICTED_Neomonachus_schauinslandi_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_025879326_1_PREDICTED_Callorhinus_ursinus_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,5,XM_026018600_1_PREDICTED_Vulpes_vulpes_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_026412272_1_PREDICTED_Urocitellus_parryii_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_027577807_1_PREDICTED_Zalophus_californianus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_027852578_1_PREDICTED_Vombatus_ursinus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_027936596_1_PREDICTED_Marmota_flaviventris_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_028117708_1_PREDICTED_Eumetopias_jubatus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_029555090_1_PREDICTED_Nannospalax_galili_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_029957152_1_PREDICTED_Suricata_suricatta_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_030333208_1_PREDICTED_Lynx_canadensis_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,5,XM_031025064_1_PREDICTED_Leptonychotes_weddellii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_031371313_1_PREDICTED_Mastomys_coucha_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_031944159_1_PREDICTED_Sarcophilus_harrisii_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_032414183_1_PREDICTED_Phoca_vitulina_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X6_mRNA,,,0,,0,ok
BDNF-64,5,XM_032903861_1_PREDICTED_Rattus_rattus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_033764060_1_PREDICTED_Fukomys_damarensis_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,5,XM_035012477_1_PREDICTED_Mirounga_leonina_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,5,XM_036109493_1_PREDICTED_Halichoerus_grypus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_036763631_1_PREDICTED_Trichosurus_vulpecula_brain_derived_neurotrophic_factor_BDNF_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_037204438_1_PREDICTED_Peromyscus_leucopus_brain_derived_neurotrophic_factor_Bdnf_mRNA,,,0,,0,ok
BDNF-64,5,XM_038429434_1_PREDICTED_Canis_lupus_familiaris_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,1.0,,0,,0,ok
BDNF-64,5,XM_039217098_1_PREDICTED_Hyaena_hyaena_brain_derived_neurotrophic_factor_BDNF_mRNA,,,0,,0,ok
BDNF-64,5,XM_040284582_1_PREDICTED_Ictidomys_tridecemlineatus_brain_derived_neurotrophic_factor_Bdnf_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_040980297_1_PREDICTED_Ochotona_curzoniae_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
BDNF-64,5,XM_041730708_1_PREDICTED_Vulpes_lagopus_brain_derived_neurotrophic_factor_BDNF_transcript_variant_X1_mRNA,,,0,,0,ok
